#{"t_start": 1749140493.2645142, "env_id": "None"}
r,l,t,terminated,truncated,episode_count
-385.432308,176,131.428478,True,False,396
-155.079651,330,131.661208,True,False,397
-320.423595,188,131.793578,True,False,398
-418.805415,145,131.895891,True,False,399
-372.075682,73,132.083954,True,False,400
-400.219461,235,132.26897,True,False,401
-43.007321,393,133.459762,True,False,402
-218.764515,372,133.780065,True,False,403
-346.529387,162,133.903826,True,False,404
-140.582476,327,134.180359,True,False,405
-15.377505,444,134.573417,True,False,406
-362.949156,125,134.6638,True,False,407
-261.530382,522,136.005502,True,False,408
-293.871697,234,136.1724,True,False,409
38.376872,513,136.537659,True,False,410
-740.675912,237,136.706521,True,False,411
-212.964587,297,136.916341,True,False,412
156.377214,637,138.296968,True,False,413
240.788367,529,138.671167,True,False,414
-355.322599,165,138.788823,True,False,415
-464.21801,240,138.964358,True,False,416
-283.998248,270,139.160413,True,False,417
-284.41448,324,139.393112,True,False,418
-467.669198,313,139.618922,True,False,419
-407.145305,213,140.880253,True,False,420
-302.676357,106,140.956383,True,False,421
-402.004767,297,141.167269,True,False,422
-258.358203,252,141.352169,True,False,423
-336.278338,298,141.561782,True,False,424
111.97692,522,141.964515,True,False,425
69.93469,551,143.264552,True,False,426
-477.108556,163,143.381685,True,False,427
-364.286646,264,143.57371,True,False,428
-257.39528,283,143.77757,True,False,429
-27.200419,443,144.103331,True,False,430
-415.413341,210,144.253277,True,False,431
-275.070664,389,144.535989,True,False,432
-390.620085,131,144.628332,True,False,433
-91.598551,368,145.789265,True,False,434
-423.027019,261,145.97932,True,False,435
-268.437369,301,146.198754,True,False,436
-642.300406,278,146.39943,True,False,437
-44.764243,366,146.66424,True,False,438
50.022742,427,146.972239,True,False,439
-321.322967,104,147.048597,True,False,440
-395.836062,239,148.151786,True,False,441
-449.28178,212,148.304412,True,False,442
-456.066486,184,148.435331,True,False,443
-344.439032,305,148.651882,True,False,444
-73.693285,400,148.943158,True,False,445
-204.558556,331,149.185679,True,False,446
-360.283809,216,149.343107,True,False,447
-540.705033,214,149.499165,True,False,448
-347.252751,157,150.5293,True,False,449
-392.033663,208,150.679211,True,False,450
-380.040665,140,150.778233,True,False,451
-337.062712,271,150.969819,True,False,452
-268.234451,221,151.130093,True,False,453
-304.497747,278,151.331262,True,False,454
-307.169545,64,151.37883,True,False,455
-38.040345,366,151.642735,True,False,456
-316.854599,93,151.710589,True,False,457
-320.362441,97,151.781494,True,False,458
-357.364212,137,151.881032,True,False,459
-332.158628,122,152.868147,True,False,460
-318.759785,117,152.954695,True,False,461
-122.587171,349,153.201726,True,False,462
-325.718553,165,153.323705,True,False,463
15.806087,407,153.620628,True,False,464
-331.088173,125,153.706588,True,False,465
-545.285048,161,153.819997,True,False,466
-190.830547,364,154.100676,True,False,467
-347.524502,123,154.187373,True,False,468
-391.837689,106,154.262733,True,False,469
-351.387782,527,155.549641,True,False,470
-359.148288,191,155.689071,True,False,471
-138.66657,368,155.957184,True,False,472
-535.548277,627,156.416096,True,False,473
-262.222147,241,156.596053,True,False,474
-10.499749,404,157.796251,True,False,475
-301.511573,142,157.901542,True,False,476
-394.285787,270,158.098733,True,False,477
-274.352989,232,158.266194,True,False,478
-306.380472,253,158.449608,True,False,479
-578.159246,219,158.610017,True,False,480
-70.737717,352,158.865199,True,False,481
-258.45729,265,159.064614,True,False,482
-105.622509,491,160.333947,True,False,483
-313.11923,173,160.455867,True,False,484
-364.138896,212,160.605754,True,False,485
-71.691187,387,160.879018,True,False,486
-140.264273,380,161.143345,True,False,487
-109.773518,385,161.408716,True,False,488
-338.368734,197,162.529203,True,False,489
-349.425306,129,162.621866,True,False,490
-245.939015,283,162.819959,True,False,491
16.813472,433,163.117917,True,False,492
-304.751094,107,163.19457,True,False,493
143.208728,497,163.538267,True,False,494
-322.45779,196,163.673969,True,False,495
-136.569971,325,164.815504,True,False,496
31.708836,416,165.14484,True,False,497
-82.705871,359,165.403383,True,False,498
-321.861066,243,165.579139,True,False,499
-358.442059,156,165.921429,True,False,500
-15.240079,381,166.221296,True,False,501
-273.83895,200,166.364782,True,False,502
-318.319399,180,166.494013,True,False,503
-369.127372,137,167.568547,True,False,504
-399.703644,309,167.793374,True,False,505
97.578533,424,168.09801,True,False,506
-308.612016,302,168.315554,True,False,507
-427.429716,159,168.440155,True,False,508
-239.765416,300,168.651744,True,False,509
252.991069,489,169.916246,True,False,510
-309.031103,698,170.433095,True,False,511
-403.937278,152,170.540445,True,False,512
637.958849,757,171.101169,True,False,513
-285.282912,256,171.282356,True,False,514
-216.346191,279,172.405162,True,False,515
-302.055466,132,172.502433,True,False,516
-131.286343,342,172.74958,True,False,517
-111.411017,360,173.007543,True,False,518
-231.710124,243,173.182978,True,False,519
-203.343361,292,173.393064,True,False,520
-134.932782,393,173.676899,True,False,521
-179.294171,296,174.823064,True,False,522
-284.604424,209,174.985808,True,False,523
-282.994107,165,175.102663,True,False,524
-295.657596,148,175.207592,True,False,525
-353.416619,211,175.357105,True,False,526
-59.850267,349,175.604033,True,False,527
-275.329978,153,175.711771,True,False,528
-197.174459,290,175.91666,True,False,529
-419.113328,148,176.022389,True,False,530
-260.802189,66,176.069361,True,False,531
-285.094127,274,177.169513,True,False,532
-17.233433,409,177.46531,True,False,533
-169.655341,297,177.673832,True,False,534
-314.805644,190,177.810389,True,False,535
-314.946621,180,177.936627,True,False,536
-427.419627,219,178.090359,True,False,537
-58.040596,373,178.354984,True,False,538
-262.388415,147,178.458717,True,False,539
-268.617996,254,179.580287,True,False,540
-282.778164,221,179.744329,True,False,541
-107.597035,409,180.044502,True,False,542
-1.926921,395,180.328573,True,False,543
-158.801629,338,180.568388,True,False,544
-294.854775,148,180.675356,True,False,545
-382.153162,177,180.800818,True,False,546
-374.137739,175,180.923897,True,False,547
-90.745842,353,182.066947,True,False,548
-216.39047,277,182.267985,True,False,549
-273.869197,174,182.394574,True,False,550
-134.108508,364,182.65625,True,False,551
