#{"t_start": 1749135669.2434473, "env_id": "None"}
r,l,t,terminated,truncated,episode_count
-404.394374,115,180.844187,True,False,530
-455.557234,165,180.962895,True,False,531
-372.623518,357,181.214846,True,False,532
401.234983,694,181.712598,True,False,533
-48.154895,437,182.931336,True,False,534
-476.459679,422,183.230109,True,False,535
-316.924469,341,183.475224,True,False,536
-408.17616,370,183.734653,True,False,537
-37.497003,471,184.074776,True,False,538
-236.320831,344,185.24728,True,False,539
-337.129642,147,185.351529,True,False,540
-336.750345,336,185.59439,True,False,541
-276.309029,79,185.650512,True,False,542
-565.992788,247,185.827988,True,False,543
-337.520068,366,186.090329,True,False,544
-581.216362,364,186.353704,True,False,545
-270.378512,388,186.635563,True,False,546
-622.179983,264,187.770458,True,False,547
-706.481917,224,187.936127,True,False,548
-642.976943,248,188.122695,True,False,549
-226.837795,397,188.419829,True,False,550
-423.164767,183,188.552023,True,False,551
-335.721083,172,188.676793,True,False,552
-439.715425,291,188.884223,True,False,553
-467.346178,265,189.076156,True,False,554
-445.677034,155,190.113215,True,False,555
-577.512795,270,190.309377,True,False,556
-177.343633,434,190.624371,True,False,557
-174.475328,452,190.950264,True,False,558
29.514708,502,191.343668,True,False,559
-1278.063348,306,192.471543,True,False,560
-644.421322,134,192.56689,True,False,561
-205.016217,416,192.85973,True,False,562
-341.723139,283,193.090878,True,False,563
-249.192363,361,193.355531,True,False,564
-190.070346,395,193.637404,True,False,565
-382.718697,282,193.836273,True,False,566
-410.934837,253,194.904917,True,False,567
-274.532822,407,195.188184,True,False,568
-163.716708,405,195.477328,True,False,569
-221.38353,451,195.79295,True,False,570
50.64475,536,196.171717,True,False,571
-260.89541,460,197.398214,True,False,572
-473.401845,196,197.54049,True,False,573
-355.185699,240,197.714617,True,False,574
-254.990907,433,198.02141,True,False,575
-195.827465,380,198.318891,True,False,576
-420.831393,324,198.546023,True,False,577
-322.62148,352,199.720338,True,False,578
-110.122028,417,200.020738,True,False,579
-167.627291,412,200.30867,True,False,580
-584.285407,113,200.387905,True,False,581
-412.61877,374,200.652055,True,False,582
-388.309233,403,200.933255,True,False,583
-338.612115,446,202.182486,True,False,584
140.684942,534,202.5841,True,False,585
-347.31782,342,202.830683,True,False,586
-361.901966,386,203.104987,True,False,587
-403.841868,437,203.422607,True,False,588
-336.954494,92,204.412155,True,False,589
30.009381,590,204.834373,True,False,590
-749.697583,155,204.946046,True,False,591
-423.22102,362,205.204775,True,False,592
-450.132761,281,205.410665,True,False,593
-727.702901,299,205.62023,True,False,594
-316.429718,363,206.760123,True,False,595
-324.479516,392,207.038561,True,False,596
-320.223507,404,207.322831,True,False,597
-467.611896,204,207.468364,True,False,598
-520.781089,220,207.625514,True,False,599
-570.846229,219,208.334591,True,False,600
-182.471289,441,208.67762,True,False,601
-601.469418,306,209.811981,True,False,602
-269.109162,400,210.100893,True,False,603
-523.770079,409,210.389444,True,False,604
-282.532575,97,210.45994,True,False,605
-296.690898,492,210.804415,True,False,606
-429.080212,299,211.016227,True,False,607
-317.56225,385,212.217953,True,False,608
-482.891769,266,212.404627,True,False,609
71.870445,491,212.747057,True,False,610
-550.84804,212,212.914081,True,False,611
-505.300022,330,213.166189,True,False,612
-301.235216,450,213.514266,True,False,613
-12.758547,556,214.824007,True,False,614
-327.987991,416,215.124626,True,False,615
-508.364679,183,215.256685,True,False,616
-332.64301,95,215.325232,True,False,617
-396.074356,145,215.428206,True,False,618
-479.130089,249,215.604037,True,False,619
-360.89507,418,215.902268,True,False,620
-520.43842,162,216.926682,True,False,621
-368.909029,300,217.142628,True,False,622
-305.399654,362,217.421712,True,False,623
-246.538569,415,217.717895,True,False,624
-334.339494,336,217.957513,True,False,625
-265.224473,385,218.2334,True,False,626
-122.003938,461,219.453532,True,False,627
-14.029697,519,219.824961,True,False,628
-374.621714,287,220.031374,True,False,629
-408.946089,257,220.213959,True,False,630
-532.863574,375,220.490482,True,False,631
-412.972816,304,221.636702,True,False,632
-406.886761,151,221.744064,True,False,633
-304.051383,369,222.01121,True,False,634
-431.322804,258,222.198939,True,False,635
-189.035694,375,222.466319,True,False,636
-317.412394,356,222.724569,True,False,637
-404.210502,291,222.973499,True,False,638
-490.412914,237,224.084008,True,False,639
-498.874306,276,224.302316,True,False,640
-415.342104,185,224.437828,True,False,641
-628.117377,450,224.788272,True,False,642
-231.466415,364,225.048178,True,False,643
-375.826016,321,225.272762,True,False,644
-421.998316,341,225.514893,True,False,645
-202.944937,361,226.672775,True,False,646
-616.727515,243,226.848864,True,False,647
-288.525062,338,227.103675,True,False,648
-173.262896,371,227.398879,True,False,649
-239.571318,368,227.657385,True,False,650
-295.898483,563,229.029211,True,False,651
-446.322558,193,229.171554,True,False,652
-397.880253,195,229.313915,True,False,653
-376.245511,298,229.53294,True,False,654
-384.419403,295,229.743752,True,False,655
-236.146769,403,230.030844,True,False,656
-401.356747,160,230.144217,True,False,657
-446.358918,257,230.326496,True,False,658
-328.999769,339,231.470069,True,False,659
-228.818017,339,231.712608,True,False,660
-320.805108,108,231.79,True,False,661
-364.887056,273,231.988294,True,False,662
-275.38939,351,232.239947,True,False,663
-281.099948,427,232.557536,True,False,664
-464.342655,330,232.794404,True,False,665
-331.613272,316,233.966108,True,False,666
-467.392411,320,234.201569,True,False,667
-411.273479,105,234.280152,True,False,668
-407.223313,203,234.426595,True,False,669
-369.871685,107,234.503514,True,False,670
-428.384753,125,234.592785,True,False,671
-411.006344,208,234.74167,True,False,672
-382.806827,177,234.869413,True,False,673
-349.196419,272,235.063055,True,False,674
-872.189556,231,235.227694,True,False,675
-450.33792,144,236.24936,True,False,676
-818.335087,357,236.508111,True,False,677
-368.423566,290,236.717716,True,False,678
-469.763293,252,236.899402,True,False,679
-450.664158,235,237.06597,True,False,680
-358.345095,300,237.281357,True,False,681
-303.109268,329,237.514143,True,False,682
-330.230186,282,238.646881,True,False,683
-335.17089,317,238.877402,True,False,684
-914.545573,497,239.233617,True,False,685
-656.677901,179,239.383316,True,False,686
-460.979919,387,239.65786,True,False,687
-188.117715,377,239.921289,True,False,688
-1065.093943,362,241.065686,True,False,689
-611.781623,204,241.212848,True,False,690
-546.630287,328,241.450947,True,False,691
-457.612715,221,241.604994,True,False,692
-395.721425,149,241.709658,True,False,693
-513.162059,308,241.928985,True,False,694
-162.482839,393,242.204291,True,False,695
-554.113135,246,243.271436,True,False,696
-522.479469,226,243.429765,True,False,697
-371.19276,286,243.635711,True,False,698
-284.827037,87,243.696966,True,False,699
-453.259438,278,244.620435,True,False,700
-261.598084,356,244.923872,True,False,701
-238.730321,381,245.201875,True,False,702
-522.826351,190,245.339721,True,False,703
-397.527149,88,245.403333,True,False,704
-229.601328,411,246.636538,True,False,705
-704.162066,241,246.813875,True,False,706
-476.978388,287,247.051077,True,False,707
-398.20539,169,247.175347,True,False,708
-528.365851,277,247.385334,True,False,709
-525.850801,191,247.528733,True,False,710
-444.448303,289,247.735744,True,False,711
-454.834119,140,247.836403,True,False,712
-602.856155,213,248.902064,True,False,713
-262.038653,342,249.141224,True,False,714
-494.898482,230,249.309893,True,False,715
-371.783039,316,249.530596,True,False,716
-402.144138,205,249.675298,True,False,717
-392.788698,174,249.801103,True,False,718
-723.527662,375,250.069996,True,False,719
-370.755991,125,250.158887,True,False,720
-486.771798,342,251.331723,True,False,721
-493.674464,171,251.453098,True,False,722
-234.233403,419,251.749832,True,False,723
-572.361016,204,251.894189,True,False,724
-109.342884,430,252.1983,True,False,725
